Ontology ID	parent	label	EquivalentTo	SubClassOf	definition	definition source	taxa	see also	curation status	comment	image	created	term contributor
FOODON:00002601	white wine	Riesling wine		'derives from' some 'Riesling grape cultivar'	Riesling wine is a white wine varietal produced only from Riesling grapes, and offered as dry, semi-sweet, sweet, and sparkling white wines. Riesling wines are usually varietally pure and are seldom oaked.	https://en.wikipedia.org/wiki/Riesling			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Alsatian_Riesling_.jpg/179px-Alsatian_Riesling_.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002602	Vitis vinifera	Riesling grape cultivar			Riesling grape is an aromatic white grape variety displaying flowery, almost perfumed, aromas as well as high acidity.	https://en.wikipedia.org/wiki/Riesling			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Riesling_grapes_leaves.jpg/320px-Riesling_grapes_leaves.jpg		https://orcid.org/0000-0002-5439-3570
									ready for release				
FOODON:00002603	red wine	Sangiovese wine		'derives from' some 'Sangiovese grape cultivar'	Sangiovese wine is a red wine varietal produced only from Sangiovese grapes. It is prized for its high acid, firm tannins and balanced nature. Savory flavors of dark cherries and black stonefruit are characteristic, and may be backed by secondary notes of tomato leaf and dried herbs.	https://www.wine-searcher.com/grape-432-sangiovese			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Sangiovese_wine.jpg/180px-Sangiovese_wine.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002604	Vitis vinifera	Sangiovese grape cultivar			Sangiovese is a red Italian wine grape variety that derives its name from the Latin sanguis Jovis, "the blood of Jupiter".	https://en.wikipedia.org/wiki/Sangiovese			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Sangiovese_close_up_crop.jpg/277px-Sangiovese_close_up_crop.jpg		https://orcid.org/0000-0002-5439-3570
									ready for release				
FOODON:00002605	white wine	Sauvignon blanc wine		'derives from' some 'Sauvignon blanc grape cultivar'	Sauvignon blanc wine is a white wine varietal produced only from Sauvignon blanc grapes.  Its primary fruit flavors are lime, green apple, passion fruit and white peach. Depending on how ripe the grapes are when the wine is made, the flavor will range from zesty lime to flowery peach.	https://winefolly.com/review/sauvignon-blanc-wine-taste-food-pairing/			ready for release				https://orcid.org/0009-0006-7774-1546l
FOODON:00002606	Vitis vinifera	Sauvignon blanc grape cultivar			Sauvignon blanc is a green-skinned grape variety that originates from the Bordeaux region of France. The grape most likely gets its name from the French words sauvage ("wild") and blanc ("white") due to its early origins as an indigenous grape in South West France.	https://en.wikipedia.org/wiki/Sauvignon_blanc			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sauvignon_blanc_grapes.jpg/360px-Sauvignon_blanc_grapes.jpg		https://orcid.org/0009-0006-7774-1546l
									ready for release				
FOODON:00002607	white wine	Semillon wine		'derives from' some 'Semillon grape cultivar'	Semillon wine is a white wine varietal produced only from Semillon grapes.  The primary fruit flavors in Semillon wine are lemon, apple, pear and green papaya. Semillon is France’s 3rd most planted white wine variety behind Sauvignon Blanc and Chardonnay.	https://winefolly.com/review/have-you-heard-of-semillon-the-3rd-most-important-french-white-wine/			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Late_harvest_Semillon.jpg/179px-Late_harvest_Semillon.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002608	Vitis vinifera	Semillon grape cultivar			Semillon is a golden-skinned grape used to make dry and sweet white wines, mostly in France and Australia.	https://en.wikipedia.org/wiki/S%C3%A9millon			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Semillon_starting_to_get_noble_rot_at_Ch%C3%A2teau_Doisy-V%C3%A9drines%2C_Barsac%2C_Sauternes.jpg/160px-Semillon_starting_to_get_noble_rot_at_Ch%C3%A2teau_Doisy-V%C3%A9drines%2C_Barsac%2C_Sauternes.jpg		https://orcid.org/0000-0002-5439-3570
									ready for release				
FOODON:00002609	white wine	Glera wine		'derives from' some 'Glera grape cultivar'	Glera wine is a white wine varietal produced only from Glera grapes.				ready for release				https://orcid.org/0000-0002-5439-3570
FOODON:00002610	Vitis vinifera	Glera grape cultivar			Glera is a white variety of grape of Slovenian origin, which was brought to the village of Prosecco from Slovenia's Karst region. Glera was, until 2009, mostly referred to as Prosecco. It is mainly cultivated for use in sparkling Italian wine styles.	https://en.wikipedia.org/wiki/Glera_(grape)			ready for release		https://cdn1.wine-searcher.net/images/grape/glera-(prosecco)-392-1-1.jpg		https://orcid.org/0000-0002-5439-3570
									ready for release				
FOODON:00002611	white wine	Prosecco wine		'derives from' some 'Glera grape cultivar'	Prosecco is an Italian white wine varietal produced primarily from Glera grapes, but other grape varieties may be included. Prosecco controlled designation of origin can be spumante ("sparkling wine"), frizzante ("semi-sparkling wine"), or tranquillo ("still wine").	https://en.wikipedia.org/wiki/Prosecco			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Prosecco_di_Conegliano_bottle_and_glass.jpg/151px-Prosecco_di_Conegliano_bottle_and_glass.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002612	red wine	Syrah wine		'derives from' some 'Syrah grape cultivar'	Syrah wine is a white wine produced entirely from Syrah grapes.  The wines are often powerfully flavoured and full-bodied.	https://en.wikipedia.org/wiki/Syrah#Shiraz_wines			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Walla_walla_Syrah.jpg/179px-Walla_walla_Syrah.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002613	Vitis vinifera	Syrah grape cultivar			Syrah is a dark-skinned grape variety grown throughout the world and used primarily to produce red wine. In 1999, Syrah was found to be the offspring of two obscure grapes from southeastern France, Dureza and Mondeuse Blanche.	https://en.wikipedia.org/wiki/Syrah			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Shiraz_Grapes.jpg/320px-Shiraz_Grapes.jpg		https://orcid.org/0000-0002-5439-3570
									ready for release				
FOODON:00002614	red wine	Tempranillo wine		'derives from' some 'Tempranillo grape cultivar'	Tempranillo wine is a red wine varietal produced entirely from Tempranillo grapes.	https://en.wikipedia.org/wiki/Tempranillo			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002615	Vitis vinifera	Tempranillo grape cultivar			Tempranillo is a black grape variety widely grown to make full-bodied red wines in its native Spain.	https://en.wikipedia.org/wiki/Tempranillo			ready for release				https://orcid.org/0000-0002-8844-9165
									ready for release				
FOODON:00002617	red wine	Zinfandel wine		'derives from' some 'Zinfandel grape cultivar'	Zinfandel wine is a red wine varietal produced entirely from Zinfandel grapes.  A classic wine is high in both alcohol and tannins, intensely flavored and deeply colored.	https://www.wine-searcher.com/grape-391-primitivo			ready for release				https://orcid.org/0000-0002-5439-3570
FOODON:00002618	Vitis vinifera	Zinfandel grape cultivar			Zinfandel is a variety of black-skinned wine grape.	https://en.wikipedia.org/wiki/Zinfandel			ready for release		https://upload.wikimedia.org/wikipedia/commons/f/fc/Zinfandel_grapes.jpg		https://orcid.org/0000-0002-5439-3570
									ready for release				
FOODON:00002619	red wine	Frappato wine		'derives from' some 'Frappato grape cultivar'	Frappato wine is a red wine varietal produced entirely from Frappato grapes.  As a varietal, Frappato produces light bodied wines with a distinct grapey aroma.	https://en.wikipedia.org/wiki/Frappato			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002620	Vitis vinifera	Frappato grape cultivar			Frappato di Vittoria or Frappato is a red Italian wine grape variety planted primarily in Sicily.	https://en.wikipedia.org/wiki/Frappato			ready for release				https://orcid.org/0000-0002-8844-9165
									ready for release				
FOODON:00002621	red wine	Gamay noir wine		'derives from' some 'Gamay grape cultivar'	Gamay noir wine is a red wine varietal produced entirely from Gamay grapes.	https://en.wikipedia.org/wiki/Gamay			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002622	Vitis vinifera	Gamay grape cultivar			Gamay is a purple-colored grape variety used to make red wines, most notably grown in Beaujolais and in the Loire Valley around Tours.	https://en.wikipedia.org/wiki/Gamay			ready for release		https://upload.wikimedia.org/wikipedia/commons/3/38/Gamay.jpg		https://orcid.org/0000-0002-8844-9165
									ready for release				
FOODON:00002623	white wine	Gewürztraminer wine		'derives from' some 'Gewürztraminer grape cultivar'	Gewürztraminerwine is a white wine varietal produced entirely from Gewürztraminer grapes.	https://en.wikipedia.org/wiki/Gew%C3%BCrztraminer			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002624	Vitis vinifera	Gewürztraminer grape cultivar			Gewürztraminer is an aromatic wine grape variety, used in white wines, and performs best in cooler climates.	https://en.wikipedia.org/wiki/Gew%C3%BCrztraminer			ready for release		https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Gewurztraminer_-_raisins_sur_pied_de_vigne.jpg/320px-Gewurztraminer_-_raisins_sur_pied_de_vigne.jpg		https://orcid.org/0000-0002-8844-9165
									ready for release				
FOODON:00002625	red wine	Carignane wine		'derives from' some 'Carignane grape cultivar'	Carignane wine is a red wine varietal produced entirely from Carignane grapes.	https://en.wikipedia.org/wiki/Carignan			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002626	Vitis vinifera	Carignane grape cultivar			Carignan (also known as Carignane) is a red grape variety of Spanish origin that is more commonly found in French wine but is widely planted throughout the western Mediterranean and around the globe.	https://en.wikipedia.org/wiki/Carignan			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Carignan_Viala_et_Vermorel.jpg/415px-Carignan_Viala_et_Vermorel.jpg		https://orcid.org/0000-0002-8844-9165
									ready for release				
FOODON:00002627	red wine	Grenache wine		'derives from' some 'Grenache grape cultivar'	Grenache wine is a red wine varietal produced entirely from Grenache grapes.	https://en.wikipedia.org/wiki/Grenache			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002628	Vitis vinifera	Grenache grape cultivar			Grenache is one of the most widely planted red wine grape varieties in the world.	https://en.wikipedia.org/wiki/Grenache			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Grenache_N.jpg/440px-Grenache_N.jpg		https://orcid.org/0000-0002-8844-9165
									ready for release				
FOODON:00002629	red wine	Barbera wine		'derives from' some 'Barbera grape cultivar'	Barbera wine is a red wine varietal produced entirely from Barbera grapes.	https://en.wikipedia.org/wiki/Barbera			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002630	Vitis vinifera	Barbera grape cultivar			Barbera is a red Italian wine grape variety that, as of 2000, was the third most-planted red grape variety in Italy (after Sangiovese and Montepulciano). It produces good yields and is known for deep color, full body, low tannins and high levels of acid.	https://en.wikipedia.org/wiki/Barbera			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002863	Vitis vinifera	Blaufränkisch grape cultivar			Blaufränkisch (German for blue Frankish) is a dark-skinned variety of grape used for red wine.	https://en.wikipedia.org/wiki/Blaufr%C3%A4nkisch			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002864	red wine	Blaufränkisch wine		'derives from' some 'Blaufränkisch grape cultivar'	A red wine varietal produced entirely from Blaufränkisch grapes.	https://en.wikipedia.org/wiki/Blaufr%C3%A4nkisch			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002868	Vitis vinifera	Mourvèdre grape cultivar			A red wine grape cultivar variety that is grown in many regions around the world including the Rhône and Provence regions of France, the Valencia and Jumilla denominaciones de origen of Spain, as well as the Balearic Islands, California and Washington and the Australian regions of South Australia and New South Wales, as well as South Africa.	https://en.wikipedia.org/wiki/Mourv%C3%A8dre			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Balzac_noir-mourvedre.jpg/451px-Balzac_noir-mourvedre.jpg		https://orcid.org/0000-0002-8844-9165
FOODON:00002869	red wine	Mourvèdre wine		'derives from' some 'Mourvèdre grape cultivar'		https://en.wikipedia.org/wiki/Mourv%C3%A8dre			ready for release				https://orcid.org/0000-0002-8844-9165
													
FOODON:00004045	grape extract	pressed grape juice			Grape juice which is extracted from grapes using a grape pressing process.	https://en.wikipedia.org/wiki/Pressing_(wine)#Free-run_versus_pressed_juice				Pressed juice often has lower acidity levels, higher potassium and pH level, more phenolic compounds such as tannins and more suspended solids such as natural gum and proteins. [wikipedia:Pressing_(wine)#Free-run_versus_pressed_juice]			
FOODON:00004044	grape extract	free-run grape juice			Grape juice which has been extracted through the process of crushing, the natural break down of the grape cell walls during maceration or fermentation, and/or by the weight of grapes within a tall container.	https://en.wikipedia.org/wiki/Pressing_(wine)#Free-run_versus_pressed_juice							
FOODON:00004046	grape extract	grape pomace			The solid remains of grapes after crushing or pressing, typically containing pulp, skins, stems, and seeds.	https://en.wikipedia.org/wiki/Pomace				"Grape pomace contains the skins, pulp, seeds, and stems of the fruit, and has traditionally been used to produce pomace brandy."     [https://en.wikipedia.org/wiki/Pomace]			
FOODON:00001071	grape extract	grape must			A grape berry food product which is the juice of freshly pressed grapes that contains some amount of pulp, skins, stems, and seeds.	https://en.wikipedia.org/wiki/Must#Winemaking				Grape pomace components typically comprises between 7 to 23 percent of the total weight of must. [https://en.wikipedia.org/wiki/Must]			
FOODON:00004039	grape must	destemmed grape must			A grape berry food product which results from crushing whole (destemmed) grapes and which contains grape juice and components of grape pomace.								
FOODON:00004051	grape must	red wine must		'is specified output of' some ('extended maceration' and 'has specified input' some 'red grape cluster')	A grape must made from red wine grapes which are substantially macerated.	https://en.wikipedia.org/wiki/Maceration_(wine)							
FOODON:00004052	grape must	white wine must			A grape must made from red or white wine grapes and which has insignificant masceration.	https://en.wikipedia.org/wiki/Maceration_(wine)							
FOODON:00004050	grape must	rosé wine must		'is specified output of' some ('limited maceration' and 'has specified input' some 'red grape cluster')	A grape must made from red wine grapes which are partially macerated.	https://en.wikipedia.org/wiki/Maceration_(wine)							
FOODON:00005370	red wine	Muscat wine			A red wine wine varietal produced from the Muscat grape variety, that is known for its aromatic and sweet characteristics.	https://en.wikipedia.org/wiki/Muscat_(grape)							https://orcid.org/0000-0001-5275-8866
FOODON:00005371	red wine	red Burgundy wine			A red wine varietal produced in the Burgundy region of France, primarily made from the Pinot Noir grapes.	https://en.wikipedia.org/wiki/Burgundy_wine							https://orcid.org/0000-0001-5275-8866
FOODON:00005372	white wine	Muller Thurgau			A white wine varietal that originated in Germany, created by crossing Riesling and Madeleine Royale.	 https://en.wikipedia.org/wiki/Müller-Thurgau							https://orcid.org/0000-0001-5275-8866
FOODON:00005373	white wine	Petite Sirah wine			A red wine varietal, characterized by spicy fruitiness and bold tannins, made from the Petite Sirah grape variety.	https://www.merriam-webster.com/dictionary/petite%20sirah#:~:text=petite%20si·%E2%80%8Brah%20%2Dsə,grape%20grown%20chiefly%20in%20California							https://orcid.org/0000-0001-5275-8866
FOODON:00005374	red wine	Cabernet Franc wine			A red wine varietal made primarily from the Cabernet Franc grape, characterized by its herbaceous and fruity flavors.	https://en.wikipedia.org/wiki/Cabernet_Franc							https://orcid.org/0000-0001-5275-8866
FOODON:00005375	grape wine	late harvest wine			A wine that is made from grapes that are harvested later than usual.								https://orcid.org/0000-0001-5275-8866
		PASTA											
FOODON:00001211		pasta food product											
FOODON:00002631	pasta food product	tagliatelle			Tagliatelle is a traditional type of egg pasta from the Emilia-Romagna and Marche regions of Italy. Individual pieces of tagliatelle are long, flat ribbons that are similar in shape to fettuccine and are typically about 6.5 to 10 mm (0.26 to 0.39 in) wide.	https://en.wikipedia.org/wiki/Tagliatelle			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tagliatelles2.jpg/312px-Tagliatelles2.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002632	pasta food product	tortellini			Tortellini are ring-shaped pasta, sometimes also described as "navel shaped", hence their alternative name of "belly button" (ombelico). They are typically stuffed with a mix of meat (pork loin, raw prosciutto, Mortadella), and Parmigiano Reggiano cheese.	https://en.wikipedia.org/wiki/Tortellini			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Tortellini_Bolognesi.jpg/320px-Tortellini_Bolognesi.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002633	pasta food product	tortelloni			Tortelloni are stuffed pasta, the same shape as tortellini, but larger. They are usually stuffed with ricotta cheese and leaf vegetables, such as spinach.	https://en.wikipedia.org/wiki/Tortelloni			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Tortelloni_tomato_sauce1.JPG/275px-Tortelloni_tomato_sauce1.JPG		https://orcid.org/0009-0006-7774-1546
FOODON:00002634	pasta food product	tortiglioni			Tortiglioni are a type of pasta, similar to rigatoni but larger and with deeper grooves which spiral around the pasta.	https://en.wikipedia.org/wiki/Tortiglioni			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Tortiglioni_closeup.png/320px-Tortiglioni_closeup.png		https://orcid.org/0000-0001-7751-1042
FOODON:00002635	pasta food product	fusilli			Fusilli are a variety of pasta that are formed into corkscrew or helical shapes. The word fusilli presumably comes from fuso ("spindle"), as traditionally it is "spun" by pressing and rolling a small rod over the thin strips of pasta to wind them around it in a corkscrew shape.	https://en.wikipedia.org/wiki/Fusilli			ready for release		https://en.wikipedia.org/wiki/Fusilli#/media/File:Fusilli.png		https://orcid.org/0009-0006-7774-1546
FOODON:00002636	pasta food product	conchiglie			Conchiglie, commonly known as "shells" or "seashells" is a type of pasta. It is usually sold in the plain durum wheat variety. The shell shape of the pasta allows the sauce to adhere to it.	https://en.wikipedia.org/wiki/Conchiglie			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Conchiglie_rigate.png/320px-Conchiglie_rigate.png		https://orcid.org/0000-0002-1107-9135
FOODON:00002637	pasta food product	linguine			Linguine is a type of pasta similar to fettuccine and trenette but elliptical in section rather than flat. It is about 4 millimetres in width, which is wider than spaghetti but not as wide as fettuccine.	https://en.wikipedia.org/wiki/Linguine			ready for release		https://en.wikipedia.org/wiki/Linguine#/media/File:Linguine.jpg		https://orcid.org/0000-0001-7751-1042
FOODON:00002831	pasta food product	cannelloni			Cannelloni are a cylindrical type of lasagna generally served baked with a filling and covered by a sauce in Italian cuisine.	https://en.wikipedia.org/wiki/Cannelloni			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Cannelloni2.png/320px-Cannelloni2.png		https://orcid.org/0000-0002-8844-9165
FOODON:00002638	pasta food product	penne			Penne is an extruded type of pasta with cylinder-shaped pieces, their ends cut at a bias. It is lexically related to Latin penna (meaning "feather" or "quill"), and was originally intended to imitate the then-ubiquitous fountain pen's steel nibs.	https://en.wikipedia.org/wiki/Penne			ready for release		https://en.wikipedia.org/wiki/Penne#/media/File:Pennelisce_closeup.png		https://orcid.org/0000-0002-1107-9135
													
													
													
		CANNED FOOD	'food (canned)' and 'has defining ingredient' some '[part of plant or animal]'		Canned food is a kind of food product which is prepared according to a canning recipe.								
FOODON:03301003	pineapple food product	pineapple (canned)	'food (canned)' and 'has defining ingredient' some 'piece of pineapple'										
FOODON:03301085	shrimp food product	shrimp (canned)	'food (canned)' and 'has defining ingredient' some 'shrimp (raw)'				shrimp						
FOODON:03301087	salmon food product	salmon (canned)	'food (canned)' and 'has defining ingredient' some 'salmon (raw)'				salmon						
FOODON:03301151	mussel food product	mussel (canned)	'food (canned)' and 'has defining ingredient' some 'mussel (shell off, raw)'				mussel						
FOODON:03301155	clam food product	clam (canned)	'food (canned)' and 'has defining ingredient' some 'clam (shell off, raw)'				clam						
FOODON:03301165	albacore food product	albacore (canned)	'food (canned)' and 'has defining ingredient' some 'piece of albacore meat (raw)'				albacore						
